temperature 	 Volume_T	Volume_0	Volume_thermal_expansion	Linear_thermal_expansion	Cv_calc	Linear_expansion_factor	phi
520.0	46.20165344367022	45.64128985291565	8.723567098492405e-06	2.9078556994974684e-06	14.36570831200013	1.0015120849637387	1.1032677859905678e-06
522.0	46.20246288763868	45.64128985291565	8.759902602305552e-06	2.9199675341018504e-06	14.41970905261995	1.0015242230528012	1.1125936967363608e-06
524.0	46.203275778593195	45.64128985291565	8.797052188434534e-06	2.932350729478178e-06	14.473394661302681	1.0015365517822465	1.122191293971428e-06
526.0	46.20409208396518	45.64128985291565	8.83384736502039e-06	2.94461578834013e-06	14.526758178206142	1.001548867904667	1.1317647624831715e-06
528.0	46.20491161201254	45.64128985291565	8.868565644243474e-06	2.956188548081158e-06	14.579788574369898	1.001560867553387	1.1408709403737133e-06
530.0	46.20573460217604	45.64128985291565	8.905873150562492e-06	2.9686243835208307e-06	14.63252080996331	1.0015733709232661	1.1507063682867853e-06
532.0	46.206560935537894	45.64128985291565	8.941891834117789e-06	2.9806306113725963e-06	14.684928410935676	1.0015856954852502	1.1602756470032636e-06
534.0	46.20739057131094	45.64128985291565	8.977467228104407e-06	2.9924890760348024e-06	14.737018874945278	1.0015979891666025	1.1697946367676687e-06
536.0	46.20822337752866	45.64128985291565	9.011612724997908e-06	3.0038709083326363e-06	14.788786501087648	1.0016100748068664	1.1790045162972117e-06
538.0	46.20905957464411	45.64128985291565	9.048141806007873e-06	3.016047268669291e-06	14.840260356918893	1.001622633430544	1.1889007207898979e-06
540.0	46.20989896355503	45.64128985291565	9.082514539845832e-06	3.0275048466152773e-06	14.891409016344257	1.0016348526171723	1.198295968050472e-06
542.0	46.2107416845914	45.64128985291565	9.118403797368821e-06	3.0394679324562738e-06	14.942260617099691	1.0016473916193913	1.2081544773198848e-06
544.0	46.211587517243544	45.64128985291565	9.151905177366629e-06	3.0506350591222098e-06	14.99278824610152	1.0016595454721624	1.2174448932495385e-06
546.0	46.212436689415156	45.64128985291565	9.18787058868903e-06	3.06262352956301e-06	15.043028758524258	1.0016721924471415	1.2274530027656715e-06
548.0	46.21328889113514	45.64128985291565	9.220480254201375e-06	3.073493418067125e-06	15.09294118280732	1.0016842743931007	1.2366293465448663e-06
550.0	46.214144408082774	45.64128985291565	9.256178992652086e-06	3.0853929975506955e-06	15.142574138420116	1.0016969661486528	1.2466952204935662e-06
552.0	46.21500286690311	45.64128985291565	9.287836346797518e-06	3.0959454489325058e-06	15.191876954440463	1.0017089618878108	1.2557368670251856e-06
554.0	46.21586474711503	45.64128985291565	9.324679849059397e-06	3.1082266163531324e-06	15.240918823607785	1.0017219575454597	1.2662412753539496e-06
556.0	46.21672958721202	45.64128985291565	9.356528345048428e-06	3.1188427816828095e-06	15.289626558188596	1.0017340765866156	1.2754560765486646e-06
558.0	46.21759745386117	45.64128985291565	9.389096295824651e-06	3.1296987652748837e-06	15.33804364701328	1.0017463719110233	1.2849259198410185e-06
560.0	46.21846850462855	45.64128985291565	9.423367022152829e-06	3.1411223407176097e-06	15.38617892473355	1.0017590285108018	1.2949229261188593e-06
562.0	46.219342582311505	45.64128985291565	9.45593516226955e-06	3.1519783874231833e-06	15.434008859928984	1.0017714118537318	1.3045154096830413e-06
564.0	46.220219770350155	45.64128985291565	9.48940410703885e-06	3.1631347023462837e-06	15.48155421511389	1.0017840079721234	1.3144175321666918e-06
566.0	46.2210999870773	45.64128985291565	9.521987687643346e-06	3.1739958958811155e-06	15.528803368056943	1.0017964816770688	1.324136802768724e-06
568.0	46.22198319467676	45.64128985291565	9.554160326177034e-06	3.184720108725678e-06	15.575761377465138	1.0018089210217562	1.3338026735677125e-06
570.0	46.22286937829217	45.64128985291565	9.586170412403253e-06	3.195390137467751e-06	15.62243166007235	1.0018213723783567	1.3434834541256603e-06
572.0	46.2237584903056	45.64128985291565	9.617663565578884e-06	3.2058878551929615e-06	15.668813163740873	1.0018337678531704	1.3530793068140462e-06
574.0	46.22465062297366	45.64128985291565	9.650152834831072e-06	3.216717611610357e-06	15.714918706922914	1.0018463959090644	1.3630151472216741e-06
576.0	46.225545784785695	45.64128985291565	9.682732048462365e-06	3.2275773494874553e-06	15.760743160815089	1.0018590845533049	1.3730380565802445e-06
578.0	46.226443771622996	45.64128985291565	9.713101511906398e-06	3.237700503968799e-06	15.806270972568985	1.001871390891294	1.3824952980732175e-06
580.0	46.227344707594874	45.64128985291565	9.744811609653997e-06	3.248270536551332e-06	15.851530166515294	1.0018839969111997	1.3923921098618176e-06
582.0	46.22824852915409	45.64128985291565	9.775832517850263e-06	3.258610839283421e-06	15.896507207298606	1.001896511508463	1.4021520972598213e-06
584.0	46.22915519905608	45.64128985291565	9.806448771492548e-06	3.2688162571641825e-06	15.94120579675053	1.0019089886941839	1.411854920539213e-06
586.0	46.23006483885771	45.64128985291565	9.8383779425566e-06	3.279459314185533e-06	15.98564036838756	1.0019217631581128	1.4219947479161642e-06
588.0	46.230977257861696	45.64128985291565	9.868242746022538e-06	3.2894142486741796e-06	16.029787255580313	1.0019341755782205	1.4315983778590952e-06
590.0	46.231892602103244	45.64128985291565	9.899685187733062e-06	3.2998950625776875e-06	16.07367529722653	1.0019469380869208	1.44171749863915e-06
592.0	46.23281066982122	45.64128985291565	9.928943704263145e-06	3.3096479014210483e-06	16.117277904932543	1.0019593115576413	1.451260295522546e-06
594.0	46.23373147450703	45.64128985291565	9.958346382919318e-06	3.3194487943064393e-06	16.160614098721556	1.001971752583818	1.4609013695778768e-06
596.0	46.23465525120014	45.64128985291565	9.990289163831263e-06	3.330096387943754e-06	16.203703472114075	1.0019847374472144	1.4713453537722574e-06
