T	K	Eh	Gh	hc	nu
976.0	421.5680707555555	1106.6626	521.2022	96.601	0.0729
978.0	421.5284889333332	1106.5488	521.1466	96.5948	0.0729
980.0	421.488907111111	1106.4348	521.091	96.5885	0.0729
982.0	421.4493252888888	1106.3209	521.0354	96.5823	0.0729
984.0	421.4097434666666	1106.207	520.9798	96.5761	0.0729
986.0	421.37016164444435	1106.0932	520.9242	96.5699	0.0729
988.0	421.3305798222222	1105.9792	520.8685	96.5542	0.0729
990.0	421.29099799999995	1105.8653	520.8129	96.548	0.0729
992.0	421.2514161777777	1105.7513	520.7572	96.5418	0.0729
994.0	421.2118343555555	1105.6374	520.7016	96.5356	0.0729
996.0	421.1722525333332	1105.5235	520.646	96.5294	0.0729
998.0	421.1326707111111	1105.4096	520.5904	96.5231	0.0729
1000.0	421.0930888888888	1105.2957	520.5348	96.5169	0.0729
