temperature	helm_energy	Cv
0.0	-8.836170771125	0.0
2.0	-8.836170771125	0.0
4.0	-8.836170771125	4.8375e-06
6.0	-8.83617077125	2.97875e-05
8.0	-8.836170771499999	7.795e-05
10.0	-8.836170772125	0.0001549375
12.0	-8.836170773374999	0.00026885
14.0	-8.836170775625	0.0004277375
16.0	-8.836170779	0.00063945
18.0	-8.836170784	0.000911875
20.0	-8.836170790999999	0.0012529875
22.0	-8.836170800624998	0.001670875
24.0	-8.836170813125	0.0021737625
26.0	-8.836170829375	0.00277005
28.0	-8.836170849875	0.0034683375
30.0	-8.836170875375	0.004277425
32.0	-8.8361709065	0.005206375
34.0	-8.836170944125	0.0062645375
36.0	-8.836170989125	0.007461575
38.0	-8.836171042499998	0.008807525
40.0	-8.836171105124999	0.0103128625
42.0	-8.836171178125	0.011988575
44.0	-8.836171262374998	0.0138462
46.0	-8.836171359375	0.01589795
48.0	-8.836171470124999	0.0181567875
50.0	-8.836171596	0.0206365125
52.0	-8.8361717385	0.0233518625
54.0	-8.836171898875	0.026318575
56.0	-8.83617207875	0.029553425
58.0	-8.836172279749999	0.0330743
60.0	-8.836172503624999	0.036900225
62.0	-8.836172752125	0.041051325
64.0	-8.836173027	0.045548775
66.0	-8.836173330374999	0.0504148375
68.0	-8.836173664375	0.0556726375
70.0	-8.836174031125	0.0613462
72.0	-8.836174433	0.0674602
74.0	-8.83617487225	0.0740399375
76.0	-8.8361753515	0.0811110875
78.0	-8.836175873499998	0.0886996125
80.0	-8.836176441125	0.096831525
82.0	-8.836177056999999	0.105532825
84.0	-8.836177724499999	0.1148292375
86.0	-8.836178446624999	0.1247460875
88.0	-8.83617922675	0.1353081875
90.0	-8.836180068374999	0.14653965
92.0	-8.836180975249999	0.1584637875
94.0	-8.836181950999999	0.1711029875
96.0	-8.8361829995	0.1844786
98.0	-8.836184124999999	0.1986108875
100.0	-8.8361853315	0.2135189375
102.0	-8.836186623375	0.229220575
104.0	-8.83618800525	0.2457323625
106.0	-8.8361894815	0.2630695625
108.0	-8.836191057125	0.2812461
110.0	-8.836192737	0.3002745875
112.0	-8.836194526	0.3201663125
114.0	-8.836196429374999	0.34093125
116.0	-8.836198452375	0.3625781
118.0	-8.836200600375	0.385114325
120.0	-8.836202879	0.40854615
122.0	-8.83620529375	0.4328786625
124.0	-8.8362078505	0.4581158375
126.0	-8.836210555	0.4842605375
128.0	-8.836213413249999	0.511314675
130.0	-8.83621643125	0.5392791375
132.0	-8.83621961525	0.568153975
134.0	-8.836222971375	0.59793835
