temperature	helm_energy	Cv
0.0	-8.878782567625	0.0
2.0	-8.878782567625	0.0
4.0	-8.878782567625	8.8625e-06
6.0	-8.87878256775	4.71875e-05
8.0	-8.878782568125	0.000120375
10.0	-8.87878256925	0.0002382125
12.0	-8.87878257125	0.0004128875
14.0	-8.878782574625	0.000656625
16.0	-8.878782579875	0.0009814625
18.0	-8.8787825875	0.0013994875
20.0	-8.878782598375	0.0019228875
22.0	-8.878782613124999	0.0025640375
24.0	-8.8787826325	0.0033355375
26.0	-8.878782657375	0.004250275
28.0	-8.878782688874999	0.0053213875
30.0	-8.878782727875	0.0065624125
32.0	-8.87878277575	0.007987225
34.0	-8.878782833625	0.0096101875
36.0	-8.87878290275	0.011446175
38.0	-8.878782984625	0.013510675
40.0	-8.878783080625	0.0158198375
42.0	-8.878783192625	0.018390675
44.0	-8.878783322	0.0212410875
46.0	-8.87878347075	0.0243900625
48.0	-8.87878364075	0.027857725
50.0	-8.878783834	0.03166555
52.0	-8.8787840525	0.0358363625
54.0	-8.878784298625	0.0403944625
56.0	-8.87878457475	0.0453656875
58.0	-8.878784883249999	0.0507773875
60.0	-8.87878522675	0.0566583875
62.0	-8.878785608	0.0630389625
64.0	-8.87878603	0.069950725
66.0	-8.878786495625	0.0774264875
68.0	-8.87878700825	0.085500075
70.0	-8.87878757125	0.0942062125
72.0	-8.878788188	0.10358025
74.0	-8.878788862375	0.1136579875
76.0	-8.87878959825	0.124475475
78.0	-8.8787903995	0.1360687625
80.0	-8.878791270625	0.1484737
82.0	-8.878792216125	0.16172575
84.0	-8.878793240375	0.1758597875
86.0	-8.878794348375	0.1909099
88.0	-8.87879554525	0.2069092625
90.0	-8.87879683625	0.2238900125
92.0	-8.878798226625	0.2418830375
94.0	-8.87879972225	0.26091795
96.0	-8.878801329	0.2810229875
98.0	-8.87880305275	0.3022249
100.0	-8.8788049	0.324548925
102.0	-8.878806877	0.3480187125
104.0	-8.878808990375	0.37265635
106.0	-8.878811247249999	0.398482275
108.0	-8.8788136545	0.425515325
110.0	-8.878816219375	0.4537726875
112.0	-8.87881894925	0.48326995
114.0	-8.878821851625	0.514021075
116.0	-8.878824934499999	0.546038475
118.0	-8.878828205625	0.5793329625
120.0	-8.87883167325	0.613913825
122.0	-8.878835345375	0.6497888625
124.0	-8.878839230625	0.6869644
126.0	-8.8788433375	0.7254453
128.0	-8.87884767475	0.76523505
130.0	-8.878852251125	0.80633575
132.0	-8.8788570755	0.848748175
134.0	-8.878862157124999	0.8924718
136.0	-8.87886750525	0.93750485
138.0	-8.878873129	0.9838443125
140.0	-8.878879038	1.031486
142.0	-8.87888524175	1.080424575
144.0	-8.87889174975	1.130653575
146.0	-8.878898572	1.1821654625
