temperature	strain-1_cv	strain-2_cv	strain-3_cv	strain-4_cv	strain-5_cv	strain-6_cv	strain-7_cv	strain-8_cv	strain-9_cv	strain-10_cv	strain-11_cv
436.0	9.634735775	10.0418423125	10.4575691875	10.88302645	11.31414805	11.7488595125	12.184298875	12.61922895	13.0519636375	13.4769106375	13.8985394
438.0	9.6997953	10.1079411	10.5244805	10.950515	11.381979375	11.816801125	12.2521285875	12.6867324	13.1189384875	13.5431811	13.9639293875
440.0	9.764653275	10.173807375	10.59112845	11.0177099625	11.4494880125	11.8843925625	12.31958265	12.753837	13.1854938125	13.609014125	14.0288667625
442.0	9.8293075125	10.2394392	10.6575114875	11.084610125	11.5166731875	11.9516335125	12.386661225	12.820543425	13.2516308	13.6744114	14.09335365
444.0	9.8937559	10.3048347625	10.7236280875	11.1512143875	11.583534225	12.0185237875	12.4533646	12.8868524375	13.3173506875	13.739374625	14.1573922
446.0	9.9579964	10.369992275	10.789476825	11.2175217	11.6500705125	12.0850632	12.5196930875	12.9527648375	13.382654775	13.80390555	14.2209846375
448.0	10.022027	10.4349100375	10.8550563375	11.2835311	11.7162815	12.1512516875	12.5856470625	13.0182814875	13.4475443875	13.868005975	14.284133175
450.0	10.0858458125	10.499586425	10.9203653375	11.3492416875	11.782166725	12.2170892375	12.651227	13.083403325	13.5120209125	13.931677725	14.346840075
452.0	10.1494509875	10.5640199	10.9854026125	11.414652625	11.8477258	12.282575875	12.7164334	13.1481313125	13.576085775	13.9949226875	14.4091076375
454.0	10.2128407375	10.6282089375	11.0501670125	11.479763175	11.912958375	12.347711725	12.7812668125	13.212466475	13.639740475	14.05774275	14.470938175
456.0	10.27601335	10.6921521375	11.1146574625	11.5445726375	11.977864175	12.4124969625	12.8457278875	13.276409875	13.7029865	14.120139875	14.5323340375
458.0	10.338967175	10.7558481375	11.17887295	11.6090803875	12.0424429875	12.4769318	12.9098172625	13.33996265	13.765825425	14.1821160375	14.5932976
460.0	10.401700625	10.81929565	11.2428125375	11.6732858625	12.1066946875	12.541016525	12.9735357	13.4031259625	13.82825885	14.2436732125	14.65383125
462.0	10.4642121625	10.8824934375	11.306475325	11.7371885625	12.170619175	12.6047514875	13.03688395	13.4659010125	13.8902883875	14.304813475	14.7139374
464.0	10.5265003375	10.94544035	11.3698605	11.80078805	12.2342164125	12.6681370875	13.0998628625	13.5282890625	13.951915725	14.36553885	14.773618475
466.0	10.5885637125	11.0081352625	11.4329673	11.86408395	12.297486425	12.73117375	13.162473275	13.5902913875	14.01314255	14.4258514625	14.83287695
468.0	10.650400975	11.0705771375	11.495795025	11.927075925	12.3604293125	12.793861975	13.224716125	13.6519093375	14.0739706	14.4857533875	14.891715275
470.0	10.7120108125	11.132765	11.5583430375	11.9897637375	12.4230452	12.856202325	13.286592375	13.713144275	14.134401625	14.5452467875	14.95013595
472.0	10.7733919875	11.1946979	11.6206107375	12.05214715	12.4853342625	12.918195375	13.348103	13.7739975875	14.1944374375	14.6043338125	15.0081414625
474.0	10.8345433375	11.256374975	11.682597625	12.1142260125	12.5472967375	12.979841775	13.409249075	13.834470725	14.2540798375	14.663016625	15.0657343375
476.0	10.895463725	11.3177954125	11.7443031875	12.1760002375	12.608932925	13.0411422	13.4700316625	13.8945651625	14.3133306875	14.72129745	15.1229170875
478.0	10.956152075	11.3789584375	11.805727025	12.23746975	12.6702431375	13.1020973875	13.530451875	13.9542823875	14.3721918375	14.779178475	15.17969225
480.0	11.0166073875	11.4398633375	11.8668687625	12.29863455	12.7312277625	13.162708075	13.5905108625	14.0136239375	14.4306651875	14.83666195	15.2360623625
482.0	11.076828675	11.500509475	11.927728075	12.3594946875	12.791887225	13.2229750875	13.650209825	14.0725913625	14.4887526625	14.8937501125	15.29203
484.0	11.1368150375	11.5608962125	11.9883047	12.4200502375	12.852221975	13.282899275	13.7095499875	14.1311862625	14.546456175	14.950445225	15.3475977125
486.0	11.1965656125	11.6210230125	12.0485984125	12.4803013625	12.9122325375	13.3424815125	13.768532575	14.1894102375	14.6037777	15.00674955	15.402768075
488.0	11.256079575	11.6808893625	12.1086090375	12.540248225	12.97191945	13.4017227125	13.8271589	14.247264925	14.6607192	15.0626653875	15.4575436375
490.0	11.31535615	11.7404948	12.1683364375	12.59989105	13.0312832875	13.460623825	13.88543025	14.3047519875	14.717282675	15.1181950375	15.5119270125
492.0	11.3743946375	11.7998388875	12.2277805375	12.6592301	13.0903247	13.51918585	13.9433479875	14.3618731125	14.7734701125	15.1733407875	15.56592075
494.0	11.4331943375	11.8589212875	12.2869412875	12.7182656875	13.149044325	13.5774097875	14.0009134625	14.41863	14.82928355	15.228104975	15.61952745
496.0	11.4917546375	11.91774165	12.3458187	12.77699815	13.2074428875	13.6352967	14.058128075	14.475024375	14.884725025	15.2824899125	15.6727497
498.0	11.55007495	11.9762997125	12.4044128	12.835427875	13.2655210875	13.69284765	14.1149932375	14.5310579625	14.939796575	15.336497925	15.7255900875
500.0	11.6081547125	12.0345952125	12.4627236875	12.8935552875	13.3232797	13.7500637625	14.1715103875	14.58673255	14.9945002625	15.39013135	15.7780512
502.0	11.6659934625	12.0926279625	12.520751475	12.9513808375	13.3807195375	13.8069461625	14.227681	14.6420499	15.048838175	15.4433925375	15.830135625
504.0	11.7235907	12.1503978125	12.5784963375	13.008905025	13.4378414125	13.8634960125	14.28350655	14.6970118	15.1028123625	15.4962838375	15.88184595
506.0	11.7809460375	12.207904625	12.63595845	13.066128375	13.494646175	13.9197144875	14.33898855	14.7516200625	15.15642495	15.5488075875	15.93318475
508.0	11.8380591	12.2651483375	12.6931380625	13.1230514375	13.5511347375	13.975602825	14.3941285125	14.8058765125	15.209678025	15.60096615	15.984154625
510.0	11.894929525	12.3221288875	12.75003545	13.1796748	13.607308	14.0311622375	14.448928	14.8597829875	15.2625736875	15.6527618875	16.03475815
512.0	11.951557025	12.3788463	12.8066509	13.2359991125	13.6631669	14.0863939875	14.5033885375	14.913341325	15.31511405	15.7041971375	16.0849979
514.0	12.00794135	12.435300575	12.86298475	13.292025	13.7187124125	14.14129935	14.5575117375	14.9665533875	15.3673012625	15.755274275	16.13487645
516.0	12.06408225	12.4914917875	12.9190373875	13.34775315	13.7739455375	14.195879625	14.611299175	15.0194210625	15.4191374125	15.8059956625	16.18439635
518.0	12.1199795625	12.54742005	12.9748091875	13.4031842875	13.828867275	14.2501361375	14.6647524625	15.0719462	15.47062465	15.85636365	16.2335601875
520.0	12.1756331125	12.603085475	13.0303006125	13.458319125	13.8834786875	14.304070225	14.7178732125	15.1241307	15.5217651125	15.9063805875	16.2823705125
522.0	12.231042775	12.6584882375	13.0855121	13.51315845	13.9377808125	14.357683225	14.7706630625	15.1759764625	15.5725609375	15.9560488375	16.3308298625
524.0	12.2862084875	12.7136285375	13.1404441375	13.567703025	13.99177475	14.410976525	14.8231236625	15.227485375	15.6230142625	16.0053707625	16.3789407875
526.0	12.341130175	12.7685065875	13.195097275	13.6219536875	14.0454616125	14.463951525	14.875256675	15.278659375	15.673127225	16.0543487	16.426705825
528.0	12.3958078125	12.823122675	13.2494720125	13.6759112625	14.0988425125	14.5166096	14.9270637625	15.3295003625	15.722901975	16.102985	16.4741275125
530.0	12.450241425	12.87747705	13.3035689625	13.7295766125	14.1519186	14.5689521875	14.9785466	15.380010275	15.77234065	16.151282025	16.52120835
532.0	12.50443105	12.93157005	13.3573887	13.7829506125	14.2046910375	14.620980725	15.0297068875	15.4301910125	15.8214454125	16.1992420875	16.5679508625
534.0	12.55837675	12.985402	13.41093185	13.836034175	14.257161	14.6726966375	15.0805463125	15.480044525	15.8702183875	16.2468675375	16.61435755
536.0	12.6120786125	13.0389732875	13.464199075	13.888828225	14.309329675	14.7241014125	15.1310666	15.52957275	15.9186617375	16.2941607	16.6604309
538.0	12.6655367875	13.0922843	13.5171910125	13.9413337	14.3611983	14.7751964875	15.1812694375	15.5787776125	15.9667775875	16.3411239125	16.7061734
540.0	12.7187514	13.1453354625	13.5699083875	13.9935515625	14.4127680875	14.825983375	15.23115655	15.627661075	16.0145681	16.387759475	16.7515875375
542.0	12.7717226625	13.1981272125	13.6223518875	14.0454828	14.464040275	14.8764635375	15.2807296875	15.67622505	16.0620353875	16.4340697	16.79667575
544.0	12.8244507625	13.250660025	13.674522275	14.0971284125	14.5150161375	14.9266385	15.32999055	15.7244715125	16.1091816	16.4800569125	16.8414405125
546.0	12.8769359375	13.3029344	13.726420275	14.1484894125	14.565696925	14.9765097625	15.3789409	15.7724023875	16.156008875	16.5257233875	16.88588425
548.0	12.92917845	13.3549508375	13.7780466875	14.1995668375	14.616083925	15.0260788625	15.4275824625	15.820019625	16.2025193375	16.5710714375	16.9300094
550.0	12.981178575	13.406709875	13.8294022875	14.250361725	14.6661784375	15.0753473	15.4759169875	15.867325175	16.2487151	16.616103325	16.9738183875
552.0	13.0329366125	13.4582120875	13.8804879	14.30087515	14.715981775	15.124316625	15.5239462375	15.914320975	16.2945983125	16.6608213375	17.017313625
554.0	13.0844529125	13.50945805	13.9313043625	14.351108175	14.765495225	15.172988375	15.57167195	15.961008975	16.3401710625	16.70522775	17.0604974875
556.0	13.1357278125	13.56044835	13.9818525	14.4010619125	14.81472015	15.2213641125	15.6190958875	16.0073911125	16.385435475	16.7493248	17.103372375
558.0	13.1867616875	13.6111836125	14.0321331875	14.45073745	14.8636578625	15.269445375	15.6662198	16.0534693375	16.43039365	16.7931147375	17.1459406625
560.0	13.2375549375	13.6616644875	14.0821473125	14.5001359125	14.9123097125	15.317233725	15.7130454375	16.0992455875	16.4750476875	16.8365998125	17.1882047
562.0	13.2881079625	13.7118916125	14.131895775	14.549258425	14.9606770625	15.3647307375	15.7595745875	16.1447217875	16.5193996875	16.8797822625	17.230166825
564.0	13.3384212125	13.7618656625	14.1813794625	14.5981061375	15.0087612625	15.411937975	15.8058089875	16.1898998875	16.5634517375	16.9226642875	17.2718293875
566.0	13.38849515	13.81158735	14.2305993125	14.6466802	15.0565636875	15.458857025	15.8517504125	16.2347818125	16.6072059125	16.9652481125	17.3131947
568.0	13.4383302375	13.8610573625	14.2795562625	14.6949817625	15.104085725	15.5054894375	15.8974006125	16.279369475	16.6506642875	17.007535925	17.354265075
570.0	13.4879269625	13.910276425	14.3282512625	14.7430120125	15.1513287375	15.5518368125	15.94276135	16.3236648125	16.693828925	17.049529925	17.3950428125
572.0	13.53728585	13.9592452875	14.3766852875	14.790772125	15.198294125	15.597900725	15.9878343875	16.36766975	16.7367018875	17.0912323	17.435530175
574.0	13.586407425	14.0079646875	14.4248592875	14.8382633	15.2449832875	15.64368275	16.0326214875	16.411386175	16.779285225	17.1326452	17.4757294375
576.0	13.635292225	14.0564354125	14.472774275	14.885486725	15.2913976125	15.6891845	16.0771244	16.454816025	16.8215809875	17.1737707875	17.5156428625
578.0	13.6839408125	14.1046582375	14.52043125	14.9324436125	15.3375385125	15.7344075375	16.121344875	16.4979612	16.8635912125	17.214611225	17.555272675
580.0	13.732353775	14.1526339625	14.5678312	14.979135175	15.3834074	15.779353475	16.165284675	16.540823575	16.9053179125	17.255168625	17.5946211125
582.0	13.7805317125	14.200363375	14.6149751625	15.0255626375	15.429005675	15.8240238875	16.20894555	16.583405075	16.9467631125	17.2954451125	17.633690375
584.0	13.8284752125	14.247847325	14.66186415	15.071727225	15.474334775	15.8684203625	16.25232925	16.6257075625	16.9879288125	17.335442825	17.672482675
586.0	13.8761849	14.2950866375	14.708499225	15.1176301875	15.5193961	15.9125444875	16.2954375	16.6677329375	17.028817025	17.3751638375	17.7110001875
588.0	13.923661425	14.34208215	14.754881425	15.1632727375	15.5641910875	15.956397875	16.3382720625	16.7094830625	17.06942975	17.41461025	17.749245075
590.0	13.9709054375	14.388834725	14.8010117875	15.20865615	15.6087211625	15.9999820875	16.380834675	16.7509598	17.10976895	17.4537841375	17.7872195
592.0	14.0179176	14.435345225	14.8468914125	15.253781675	15.6529877375	16.0432987375	16.42312705	16.7921650375	17.1498366	17.4926875625	17.8249256125
594.0	14.064698575	14.481614525	14.8925213375	15.29865055	15.69699225	16.0863494	16.4651509375	16.8331006	17.1896346625	17.5313225875	17.862365525
596.0	14.111249075	14.5276435375	14.9379026625	15.34326405	15.7407361375	16.12913565	16.50690805	16.8737683625	17.2291651	17.5696912375	17.8995413625
598.0	14.1575697875	14.573433125	14.9830364625	15.387623425	15.784220825	16.1716590875	16.548400125	16.9141701375	17.26842985	17.60779555	17.9364552125
600.0	14.203661425	14.6189842125	15.0279238375	15.4317299625	15.8274477375	16.2139213	16.58962885	16.9543077875	17.30743085	17.6456375375	17.97310915
602.0	14.2495247125	14.6642977125	15.072565875	15.4755849375	15.870418325	16.25592385	16.6305959625	16.9941831	17.3461700125	17.6832192125	18.0095052625
604.0	14.295160375	14.70937455	15.1169636875	15.5191896	15.913134	16.2976683125	16.6713031625	17.033797925	17.38464925	17.7205425625	18.0456456
606.0	14.3405691875	14.75421565	15.1611183875	15.56254525	15.955596225	16.3391562875	16.7117521375	17.0731540625	17.422870475	17.7576095625	18.0815321875
608.0	14.385751875	14.79882195	15.2050310875	15.6056531625	15.9978064	16.3803893125	16.7519445875	17.1122533125	17.460835575	17.794422175	18.1171670625
610.0	14.430709225	14.8431944125	15.2487029	15.6485146	16.0397659875	16.4213689875	16.7918822	17.1510974625	17.4985464375	17.8309823625	18.1525522375
612.0	14.4754419875	14.887333975	15.2921349625	15.691130875	16.0814764	16.46209685	16.8315666625	17.1896883	17.5360049125	17.86729205	18.1876897125
614.0	14.5199509625	14.9312416	15.3353283875	15.7335032625	16.1229390625	16.5025744875	16.87099965	17.2280276	17.573212875	17.9033531875	18.22258145
616.0	14.5642369375	14.9749182625	15.3782843125	15.77563305	16.164155425	16.542803425	16.910182825	17.2661171375	17.610172175	17.939167675	18.257229425
618.0	14.6083007125	15.0183649125	15.421003875	15.817521525	16.2051269	16.58278525	16.9491178625	17.30395865	17.64688465	17.974737425	18.2916356
620.0	14.6521431	15.06158255	15.4634882	15.859169975	16.2458549125	16.6225214875	16.9878064125	17.3415539125	17.6833521125	18.0100643125	18.3258019125
622.0	14.6957649	15.1045721625	15.5057384625	15.900579675	16.2863409	16.6620136875	17.026250125	17.37890465	17.7195764	18.045150225	18.3597302625
624.0	14.73916695	15.1473347125	15.5477557625	15.9417519375	16.326586275	16.7012633875	17.0644506375	17.4160126125	17.7555593125	18.079997025	18.3934225875
626.0	14.782350075	15.1898712	15.5895412875	15.98268805	16.36659245	16.740272125	17.1024096	17.4528794875	17.791302625	18.1146065625	18.426880775
628.0	14.825315125	15.2321826375	15.63109615	16.023389275	16.40636085	16.7790414375	17.140128625	17.489507025	17.82680815	18.1489806875	18.4601066875
630.0	14.8680629125	15.274270025	15.672421525	16.0638569375	16.445892875	16.8175728375	17.17760935	17.5258969125	17.8620776375	18.1831212	18.493102225
632.0	14.9105943125	15.31613435	15.7135185625	16.1040922875	16.4851899625	16.85586785	17.214853375	17.5620508375	17.89711285	18.2170299375	18.5258692
634.0	14.952910175	15.3577766375	15.7543884	16.14409665	16.5242535	16.893928	17.251862325	17.5979705	17.93191555	18.250708675	18.558409475
636.0	14.9950113625	15.3991978875	15.7950322125	16.183871275	16.5630849	16.931754775	17.288637775	17.6336575625	17.9664874625	18.284159225	18.5907248625
638.0	15.036898725	15.440399125	15.8354511375	16.223417475	16.60168555	16.9693496875	17.3251813375	17.6691137	18.0008303125	18.31738335	18.6228171875
640.0	15.07857315	15.4813813625	15.87564635	16.262736525	16.6400568625	17.0067142375	17.3614945875	17.7043405625	18.034945825	18.3503828	18.654688225
642.0	15.1200355	15.5221456375	15.9156189875	16.3018297	16.6782002125	17.0438499125	17.3975791	17.7393398	18.0688357125	18.38315935	18.6863397625
644.0	15.1612866625	15.56269295	15.9553702125	16.340698275	16.7161170125	17.0807582	17.43343645	17.7741130625	18.10250165	18.4157147125	18.7177735625
646.0	15.202327525	15.6030243375	15.9949012	16.3793435375	16.7538086375	17.1174405875	17.4690681875	17.80866195	18.1359453125	18.4480506125	18.7489913875
648.0	15.243158975	15.643140825	16.034213075	16.4177667625	16.7912764625	17.1538985375	17.504475875	17.8429881	18.1691684	18.480168775	18.779994975
650.0	15.2837819125	15.68304345	16.073307025	16.455969225	16.8285218625	17.1901335125	17.53966105	17.877093125	18.20217255	18.5120708875	18.81078605
652.0	15.3241972125	15.7227332375	16.1121841875	16.4939521875	16.8655462125	17.2261469875	17.57462525	17.9109786	18.2349594	18.5437586375	18.8413663125
654.0	15.3644057875	15.762211225	16.1508457375	16.5317169125	16.9023508875	17.2619404	17.60937	17.9446461375	18.2675306125	18.5752336875	18.871737475
656.0	15.4044085375	15.8014784375	16.1892928	16.5692646875	16.93893725	17.2975152125	17.643896825	17.9780972875	18.2998878	18.6064977125	18.9019012
658.0	15.4442063625	15.8405359125	16.2275265625	16.60659675	16.97530665	17.3328728625	17.678207225	18.01133365	18.332032575	18.63755235	18.931859175
660.0	15.4838001875	15.8793846875	16.26554815	16.643714375	17.0114604375	17.368014775	17.7123027125	18.0443567625	18.36396655	18.6683992375	18.9616130625
662.0	15.5231909	15.9180258	16.303358725	16.6806188125	17.0473999625	17.4029423875	17.7461847875	18.0771681875	18.3956913	18.69904	18.9911644875
664.0	15.5623794375	15.9564602875	16.3409594375	16.7173113125	17.083126575	17.4376571125	17.7798549125	18.10976945	18.4272084125	18.72947625	19.0205150875
666.0	15.6013667	15.9946891875	16.37835145	16.7537931375	17.1186416125	17.4721603625	17.8133145875	18.1421620875	18.45851945	18.7597095625	19.049666475
668.0	15.6401536	16.0327135375	16.415535875	16.7900655125	17.1539463875	17.50645355	17.846565275	18.1743476125	18.489625975	18.78974155	19.0786202625
670.0	15.6787410625	16.0705343625	16.4525138875	16.8261296875	17.18904225	17.540538075	17.879608425	18.2063275375	18.5205295375	18.819573775	19.107378025
672.0	15.7171300125	16.1081527125	16.489286625	16.8619869	17.2239305125	17.574415325	17.9124454875	18.2381033625	18.551231675	18.8492078	19.1359413625
674.0	15.755321375	16.1455696125	16.525855225	16.897638375	17.2586124875	17.6080866875	17.945077925	18.269676575	18.5817339	18.878645175	19.1643118125
676.0	15.7933160625	16.1827861125	16.5622208125	16.9330853625	17.2930895	17.6415535375	17.97750715	18.30104865	18.612037725	18.907887425	19.1924909375
678.0	15.831115	16.2198032375	16.5983845375	16.9683290875	17.327362825	17.6748172375	18.0097346125	18.3322210625	18.6421446625	18.9369360875	19.220480275
680.0	15.8687191125	16.256622025	16.6343475375	17.00337075	17.361433775	17.707879175	18.0417617	18.363195275	18.6720562	18.9657926625	19.24828135
682.0	15.906129325	16.2932435125	16.6701109375	17.038211575	17.39530365	17.7407406875	18.0735898375	18.3939727125	18.7017738125	18.9944586625	19.275895675
684.0	15.943346575	16.3296687125	16.7056758625	17.0728527875	17.4289737375	17.773403125	18.105220425	18.42455485	18.731298975	19.0229355625	19.30332475
686.0	15.980371775	16.3658986875	16.7410434375	17.1072955875	17.4624453	17.805867825	18.13665485	18.4549430875	18.7606331375	19.0512248625	19.3305700625
688.0	16.0172058625	16.40193445	16.7762147875	17.141541175	17.495719625	17.8381361375	18.1678945	18.48513885	18.78977775	19.079328	19.357633075
690.0	16.0538497625	16.437777025	16.8111910375	17.17559075	17.528797975	17.870209375	18.198940725	18.5151435625	18.81873425	19.10724645	19.3845152625
692.0	16.0903044	16.4734274375	16.8459732875	17.209445525	17.561681625	17.9020888625	18.2297949125	18.5449586125	18.84750405	19.1349816375	19.411218075
694.0	16.1265707	16.508886725	16.8805626625	17.2431066625	17.5943718125	17.9337759	18.260458425	18.5745854	18.8760885875	19.1625350125	19.43774295
696.0	16.1626495875	16.5441559125	16.9149602625	17.2765753625	17.6268698	17.9652718	18.290932575	18.6040252875	18.9044892625	19.189907975	19.4640913125
698.0	16.198542	16.579236	16.9491672125	17.3098528	17.659176825	17.9965778625	18.3212187375	18.63327965	18.93270745	19.2171019375	19.4902645625
700.0	16.2342488625	16.614128025	16.9831845875	17.34294015	17.6912941375	18.0276953625	18.351318225	18.6623498625	18.9607445375	19.2441182875	19.5162641125
702.0	16.2697710875	16.648833	17.0170135125	17.3758385875	17.7232229375	18.0586256	18.38123235	18.6912372625	18.9886019125	19.270958425	19.54209135
704.0	16.3051096125	16.6833519375	17.0506550625	17.408549275	17.7549644875	18.089369825	18.41096245	18.7199432	19.016280925	19.297623725	19.5677476625
706.0	16.34026535	16.71768585	17.0841103375	17.441073375	17.786519975	18.119929325	18.4405098	18.7484689875	19.043782925	19.3241155375	19.5932343875
708.0	16.375239225	16.75183575	17.117380425	17.4734120375	17.817890625	18.15030535	18.4698757125	18.776815975	19.0711092625	19.3504352125	19.6185529125
710.0	16.410032175	16.78580265	17.1504664125	17.5055664125	17.84907765	18.1804991375	18.4990614625	18.8049854625	19.09826125	19.3765841	19.6437045625
712.0	16.4446451125	16.8195875375	17.1833693625	17.53753765	17.880082225	18.21051195	18.52806835	18.83297875	19.125240225	19.4025635125	19.668690675
714.0	16.4790789375	16.8531914375	17.216090375	17.569326875	17.910905575	18.240345025	18.5568976125	18.8607971375	19.1520474875	19.4283748	19.69351255
716.0	16.5133346	16.8866153375	17.2486305	17.6009352375	17.94154885	18.2699995625	18.585550525	18.8884419	19.1786843375	19.4540192375	19.718171525
718.0	16.547413	16.919860225	17.280990825	17.63236385	17.97201325	18.2994768125	18.61402835	18.9159143125	19.205152075	19.479498125	19.742668875
720.0	16.58131505	16.952927125	17.3131724	17.66361385	18.00229995	18.3287779625	18.6423323125	18.94321565	19.2314519625	19.504812775	19.7670059
722.0	16.6150416625	16.9858169875	17.345176275	17.69468635	18.0324101	18.3579042375	18.6704636625	18.9703471625	19.257585275	19.529964425	19.7911838625
724.0	16.6485937625	17.0185308375	17.377003525	17.72558245	18.062344875	18.386856825	18.6984236125	18.9973101	19.2835532875	19.554954375	19.8152040375
726.0	16.6819722375	17.0510696375	17.4086551875	17.756303275	18.092105425	18.415636925	18.7262133875	19.0241056875	19.309357225	19.5797838625	19.839067675
728.0	16.715178025	17.083434375	17.4401323125	17.7868499125	18.1216928875	18.4442457	18.7538342	19.050735175	19.3349983375	19.604454125	19.862776
730.0	16.7482120125	17.115626025	17.4714359375	17.8172234625	18.1511084	18.4726843375	18.78128725	19.0771997625	19.3604778625	19.6289664125	19.886330275
732.0	16.7810751	17.1476455625	17.5025671125	17.8474250125	18.1803531	18.500954	18.8085737125	19.103500675	19.3857970125	19.653321925	19.9097317
734.0	16.8137682	17.179493975	17.53352685	17.87745565	18.209428125	18.52905585	18.8356948	19.1296391	19.410957	19.6775219	19.9329814875
736.0	16.8462922125	17.2111722125	17.5643161875	17.90731645	18.238334575	18.5569910375	18.8626516625	19.1556162375	19.4359590125	19.7015675375	19.9560808375
738.0	16.8786480375	17.24268125	17.59493615	17.937008475	18.267073575	18.5847607125	18.8894454875	19.1814332625	19.4608042625	19.7254600125	19.9790309375
740.0	16.91083655	17.2740220375	17.6253877625	17.9665328125	18.2956462375	18.612366	18.916077425	19.2070913625	19.485493925	19.749200525	20.001832975
742.0	16.9428586625	17.30519555	17.655672025	17.9958905125	18.3240536375	18.6398080375	18.942548625	19.2325916875	19.5100291625	19.77279025	20.0244881
744.0	16.9747152625	17.336202725	17.68578995	18.0250826375	18.3522968875	18.66708795	18.968860225	19.2579354	19.5344111375	19.796230325	20.0469975
746.0	17.006407225	17.367044525	17.71574255	18.0541102125	18.380377075	18.6942068375	18.995013375	19.28312365	19.558641025	19.8195219375	20.0693623
748.0	17.03793545	17.3977218875	17.7455308125	18.0829743125	18.408295275	18.721165825	19.0210091875	19.308157575	19.58271995	19.8426662125	20.0915836375
750.0	17.0693008125	17.4282357625	17.77515575	18.1116759625	18.43605255	18.747966	19.0468487875	19.3330383	19.60664905	19.8656642875	20.1136626625
752.0	17.1005042	17.4585870875	17.8046183375	18.1402162	18.463649975	18.7746084625	19.0725332875	19.3577669625	19.63042945	19.8885173	20.135600475
754.0	17.1315464875	17.4887767875	17.8339195625	18.1685960375	18.4910886125	18.8010942875	19.0980637875	19.38234465	19.654062275	19.9112263375	20.1573981875
756.0	17.1624285375	17.5188058125	17.8630604125	18.1968165125	18.5183695125	18.8274245625	19.123441375	19.4067724875	19.677548625	19.9337925375	20.1790569
758.0	17.193151225	17.5486750875	17.89204185	18.2248786375	18.545493725	18.8536003375	19.1486671375	19.4310515625	19.7008896125	19.956216975	20.2005777125
760.0	17.223715425	17.578385525	17.9208648625	18.2527834125	18.5724622875	18.8796227125	19.1737421625	19.4551829625	19.7240863125	19.97850075	20.2219616875
762.0	17.2541220125	17.60793805	17.9495304125	18.28053185	18.5992762375	18.9054927	19.198667525	19.479167775	19.7471398125	20.000644925	20.2432099125
764.0	17.284371825	17.6373335875	17.97803945	18.3081249375	18.6259366	18.9312113875	19.2234442625	19.50300705	19.770051175	20.0226505875	20.2643234375
766.0	17.31446575	17.666573025	18.0063929375	18.335563675	18.6524443875	18.9567797875	19.24807345	19.5267018625	19.7928214875	20.0445188	20.2853033125
768.0	17.3444046125	17.6956573	18.034591825	18.36284905	18.6788006125	18.98219895	19.2725561375	19.550253275	19.8154517875	20.0662505875	20.3061505875
770.0	17.3741893	17.7245873	18.0626370625	18.38998205	18.7050063	19.0074698875	19.29689335	19.573662325	19.8379431125	20.087847025	20.3268663
772.0	17.403820625	17.753363925	18.0905295875	18.4169636375	18.7310624375	19.0325936375	19.3210861375	19.59693005	19.860296525	20.109309125	20.3474514625
774.0	17.433299475	17.7819880625	18.1182703375	18.443794775	18.7569700125	19.0575712	19.3451355125	19.6200574875	19.88251305	20.1306379125	20.3679071125
776.0	17.4626266625	17.810460625	18.14586025	18.47047645	18.7827300375	19.0824035875	19.3690424875	19.6430456375	19.9045936875	20.151834425	20.388234225
778.0	17.4918030375	17.8387824875	18.1733002375	18.4970095875	18.808343475	19.1070917875	19.392808075	19.6658955375	19.926539475	20.17289965	20.4084338375
780.0	17.52082945	17.8669545375	18.200591225	18.523395175	18.8338113	19.1316368125	19.4164332875	19.6886081875	19.9483514	20.1938345875	20.4285069
782.0	17.5497067125	17.89497765	18.2277341375	18.5496341375	18.8591344875	19.156039625	19.4399191	19.711184575	19.970030475	20.2146402375	20.448454425
784.0	17.578435675	17.9228527	18.254729875	18.5757274125	18.884314	19.1803012125	19.4632665125	19.7336257	19.991577675	20.235317575	20.4682773625
786.0	17.60701715	17.9505805625	18.2815793625	18.60167595	18.9093507875	19.20442255	19.4864765	19.75593255	20.012994	20.255867575	20.4879766875
788.0	17.6354519625	17.9781621	18.308283475	18.627480675	18.9342458125	19.2284045875	19.50955005	19.7781060875	20.0342803875	20.2762912125	20.5075533625
790.0	17.66374095	18.005598175	18.3348431375	18.6531425	18.959	19.2522483	19.5324881	19.8001472875	20.0554378375	20.2965894375	20.527008325
792.0	17.6918849125	18.0328896375	18.3612592125	18.67866235	18.9836143	19.275954625	19.555291625	19.8220571	20.0764672875	20.3167632	20.5463425125
794.0	17.7198846625	18.06003735	18.3875326	18.704041125	19.0080896375	19.2995245125	19.577961575	19.8438364875	20.0973696875	20.33681345	20.56555685
796.0	17.7477410125	18.087042175	18.4136641875	18.7292797625	19.03242695	19.3229588875	19.6004988875	19.8654864	20.1181459875	20.3567411	20.584652275
798.0	17.775454775	18.113904925	18.43965485	18.754379125	19.0566271375	19.3462587	19.6229045	19.88700775	20.1387971125	20.3765471	20.6036297
800.0	17.80302675	18.1406264625	18.4655054375	18.7793401375	19.080691125	19.3694248625	19.64517935	19.9084014875	20.159324	20.3962323625	20.622490025
802.0	17.8304577375	18.167207625	18.49121685	18.804163675	19.104619825	19.3924582875	19.6673243375	19.9296685375	20.17972755	20.415797775	20.64123415
