energies	volumes
-71.088175	38.96921797464183
-71.730895	40.27537396639046
-72.201799	41.595806903107906
-72.518528	42.93036931779366
-72.694906	44.278906446139096
-72.748865	45.64129120157582
-72.692583	47.01734647191798
-72.538224	48.40695742289203
-72.294399	49.81003511372186
-71.974039	51.22635135060911
-71.584545	52.65590301841601
