temperature	strain-1_energy	strain-2_energy	strain-3_energy	strain-4_energy	strain-5_energy	strain-6_energy	strain-7_energy	strain-8_energy	strain-9_energy	strain-10_energy	strain-11_energy
72.0	-8.723483524375	-8.801248999125	-8.857788517374999	-8.895428369374999	-8.91620271325	-8.921688591750002	-8.913694278875	-8.89364918175	-8.862913795875	-8.822513191875	-8.773676091375
74.0	-8.723483922375	-8.80124942275	-8.857788969	-8.895428852624999	-8.91620323125	-8.921689148250001	-8.913694878375	-8.893649829	-8.862914496125	-8.8225139525	-8.773676919875
76.0	-8.723484356624999	-8.801249885	-8.85778946175	-8.895429379874999	-8.9162037965	-8.921689755375	-8.9136955325	-8.89365053525	-8.862915260125002	-8.8225147825	-8.773677824
78.0	-8.7234848295	-8.801250388500002	-8.857789998375	-8.895429954125	-8.916204412125	-8.921690416625001	-8.913696244875	-8.8936513045	-8.862916092250002	-8.822515686500001	-8.773678808749999
80.0	-8.72348534375	-8.801250935750002	-8.85779058175	-8.895430578374999	-8.91620508125	-8.921691135500001	-8.913697019375	-8.893652140624999	-8.86291699675	-8.82251666925	-8.773679879249999
82.0	-8.723485901875	-8.801251529875001	-8.857791215	-8.895431255875	-8.916205807499999	-8.921691915625	-8.91369785975	-8.893653048	-8.8629179785	-8.82251773575	-8.773681041
84.0	-8.72348650675	-8.801252173625	-8.857791901	-8.895431989999999	-8.916206594375	-8.921692760875	-8.913698770375001	-8.89365403125	-8.862919042125	-8.82251889125	-8.773682299874999
86.0	-8.723487161249999	-8.801252870125001	-8.857792643375	-8.895432784125	-8.916207445625	-8.921693675250001	-8.913699755375001	-8.89365509475	-8.862920192750002	-8.822520141250001	-8.773683661749999
88.0	-8.723487868374999	-8.801253622625001	-8.85779344525	-8.895433642124999	-8.91620836525	-8.921694663	-8.913700819375	-8.893656243625	-8.8629214355	-8.8225214915	-8.77368513275
90.0	-8.723488631375	-8.8012544345	-8.8577943105	-8.895434567625	-8.91620935725	-8.921695728500001	-8.913701967000002	-8.89365748275	-8.862922776000001	-8.822522947875001	-8.773686719499999
92.0	-8.723489453625	-8.801255309250001	-8.857795242625	-8.895435564749999	-8.91621042575	-8.921696876125	-8.913703203250002	-8.893658817375	-8.862924219875001	-8.822524516625	-8.7736884285
94.0	-8.723490338374999	-8.801256250625	-8.8577962455	-8.895436637375	-8.91621157525	-8.92169811075	-8.913704533	-8.893660253	-8.862925773	-8.822526203875	-8.773690266874999
96.0	-8.723491289375	-8.801257262125	-8.857797323125	-8.895437789999999	-8.916212810375	-8.921699437125001	-8.913705961625	-8.893661795249999	-8.862927441375001	-8.822528016375	-8.77369224175
98.0	-8.723492310374999	-8.801258348000001	-8.857798479875	-8.895439027	-8.91621413575	-8.921700860375001	-8.9137074945	-8.89366345	-8.862929231250002	-8.822529961125	-8.773694360499999
100.0	-8.723493405	-8.801259512125	-8.85779971975	-8.895440352875	-8.91621555625	-8.921702385625	-8.913709137125	-8.893665223125	-8.862931149375001	-8.822532044875	-8.773696631
102.0	-8.723494577375	-8.80126075875	-8.8578010475	-8.895441772375	-8.916217077	-8.921704018375001	-8.91371089525	-8.893667121	-8.862933202125001	-8.822534275	-8.773699060875
104.0	-8.72349583175	-8.801262092250001	-8.857802467499999	-8.8954432905	-8.916218703125	-8.921705764125	-8.913712775125001	-8.893669149875	-8.86293539675	-8.822536659	-8.7737016585
106.0	-8.723497172124999	-8.801263517	-8.8578039845	-8.895444912124999	-8.916220439875	-8.921707628625	-8.913714782500001	-8.893671316375	-8.862937740125	-8.822539204625	-8.773704432125
108.0	-8.723498602874999	-8.801265037750001	-8.8578056035	-8.8954466425	-8.916222293	-8.921709617625	-8.913716924000001	-8.893673627375	-8.8629402395	-8.822541919875	-8.7737073905
110.0	-8.723500128749999	-8.801266659125	-8.857807329375	-8.895448486874999	-8.916224268	-8.921711737375	-8.91371920575	-8.893676089875	-8.862942902625	-8.822544812625	-8.773710542249999
112.0	-8.723501754125	-8.801268386125	-8.857809167375	-8.89545045075	-8.91622637075	-8.921713993875	-8.91372163475	-8.89367871075	-8.862945737	-8.822547891375	-8.773713896624999
114.0	-8.723503484	-8.801270223625	-8.857811122875	-8.895452539875	-8.916228607125	-8.921716393625001	-8.9137242175	-8.893681497375	-8.862948750500001	-8.8225511645	-8.77371746275
116.0	-8.723505323	-8.80127217675	-8.857813200999999	-8.895454759625	-8.91623098325	-8.921718942875001	-8.913726961125	-8.893684457375	-8.86295195125	-8.822554640875	-8.773721250249999
118.0	-8.723507276125	-8.801274250875	-8.8578154075	-8.89545711625	-8.91623350525	-8.921721648625	-8.913729872625002	-8.89368759825	-8.862955347500002	-8.822558329375	-8.773725268625
120.0	-8.723509348624999	-8.80127645125	-8.857817747875	-8.8954596155	-8.91623617975	-8.921724517375	-8.913732959375	-8.893690927875	-8.862958947500001	-8.822562239125	-8.773729527875
122.0	-8.7235115455	-8.801278783375	-8.857820228	-8.895462263499999	-8.916239013	-8.921727556	-8.913736228625	-8.893694454125	-8.862962759875002	-8.822566379125	-8.773734037999999
124.0	-8.723513872249999	-8.80128125275	-8.85782285375	-8.8954650665	-8.916242011625	-8.921730771750001	-8.913739688000001	-8.893698185	-8.862966793375001	-8.822570759125	-8.773738809125
126.0	-8.723516334125	-8.801283865125	-8.857825631125	-8.895468030875	-8.916245182375	-8.92173417175	-8.913743345125	-8.893702129	-8.86297105675	-8.8225753885	-8.77374385175
128.0	-8.723518936749999	-8.801286626375001	-8.857828566125	-8.895471163	-8.91624853225	-8.92173776325	-8.913747207750001	-8.89370629425	-8.862975559125001	-8.822580277	-8.773749176374999
130.0	-8.723521685749999	-8.801289542125001	-8.857831664999999	-8.8954744695	-8.916252068	-8.921741553625	-8.913751284	-8.89371068925	-8.86298030975	-8.82258543475	-8.77375479375
132.0	-8.723524586624999	-8.801292618625	-8.857834934	-8.895477956875	-8.91625579675	-8.921745550375	-8.913755581750001	-8.89371532275	-8.862985317625	-8.8225908715	-8.773760714624999
134.0	-8.72352764525	-8.80129586175	-8.857838379624999	-8.895481632125	-8.91625972575	-8.92174976125	-8.913760109250001	-8.893720203625	-8.862990592500001	-8.8225965975	-8.77376695025
136.0	-8.723530867374999	-8.801299277625	-8.85784200825	-8.895485501875	-8.916263862125	-8.921754193875001	-8.913764874625	-8.893725340375	-8.862996143625	-8.822602623125	-8.7737735115
138.0	-8.723534259125	-8.801302872625001	-8.857845826375	-8.89548957325	-8.91626821325	-8.921758856125	-8.913769886375	-8.893730742375	-8.863001980875001	-8.82260895875	-8.773780409875
140.0	-8.723537826374999	-8.801306652875	-8.857849840625	-8.895493853	-8.91627278675	-8.921763755875	-8.913775153000001	-8.8937364185	-8.863008113875	-8.822615615	-8.7737876565
142.0	-8.723541575125	-8.80131062475	-8.857854057875	-8.8954983485	-8.916277589875	-8.921768901250001	-8.913780683	-8.893742377875	-8.863014552625001	-8.82262260225	-8.773795263
144.0	-8.723545511625	-8.801314794875001	-8.85785848475	-8.895503066625	-8.916282630375	-8.921774300375	-8.913786485000001	-8.89374863	-8.863021307	-8.822629931625	-8.773803241
146.0	-8.723549641875	-8.801319169500001	-8.857863128125	-8.895508014875	-8.916287916	-8.921779961250001	-8.913792567875001	-8.893755184	-8.86302838725	-8.822637613625	-8.773811601999999
148.0	-8.723553972374999	-8.801323755375002	-8.857867994875	-8.895513200249999	-8.916293454249999	-8.921785892125001	-8.91379894025	-8.8937620495	-8.863035803250002	-8.822645659375	-8.773820357875
150.0	-8.723558509124999	-8.801328558875001	-8.857873092	-8.8955186305	-8.91629925325	-8.921792101500001	-8.913805611125001	-8.893769236125	-8.863043565375001	-8.82265407975	-8.7738295205
152.0	-8.72356325875	-8.801333586875002	-8.857878426375	-8.895524312625	-8.916305320625	-8.921798597750001	-8.913812589625001	-8.893776753125	-8.863051683875002	-8.822662886	-8.77383910175
154.0	-8.723568227374999	-8.801338846	-8.85788400525	-8.895530254499999	-8.916311664375	-8.921805389125002	-8.9138198845	-8.8937846105	-8.863060169250002	-8.822672089125	-8.773849113499999
156.0	-8.723573421625	-8.801344343	-8.857889835749999	-8.895536463374999	-8.916318292625	-8.921812484375	-8.913827505	-8.893792817875	-8.863069031875002	-8.82268170025	-8.77385956775
158.0	-8.723578847999999	-8.801350084625001	-8.857895924875	-8.895542946875	-8.91632521325	-8.921819891875	-8.91383546025	-8.893801385125	-8.863078282125	-8.822691730875	-8.77387047675
160.0	-8.72358451275	-8.80135607775	-8.857902279875	-8.895549712625	-8.9163324345	-8.921827620375002	-8.913843759375	-8.893810321875	-8.863087930750002	-8.822702192	-8.773881852499999
162.0	-8.7235904225	-8.801362329125	-8.857908908	-8.895556768375	-8.91633996425	-8.9218356785	-8.913852411750002	-8.89381963825	-8.863097988125	-8.82271309525	-8.773893707
164.0	-8.723596584	-8.801368845750002	-8.857915816625	-8.895564121625	-8.916347810875	-8.921844074875	-8.913861426625001	-8.893829344	-8.863108465000002	-8.822724451875	-8.773906052625
166.0	-8.7236030035	-8.801375634625002	-8.85792301275	-8.895571780374999	-8.916355982625	-8.92185281825	-8.91387081325	-8.893839449125	-8.863119372000002	-8.82273627325	-8.773918901375
168.0	-8.723609687875	-8.801382702500002	-8.857930504	-8.895579752125	-8.9163644875	-8.921861917500001	-8.913880581	-8.89384996375	-8.863130719875	-8.82274857075	-8.7739322655
170.0	-8.723616643625	-8.801390056375	-8.857938297625	-8.89558804475	-8.916373334	-8.921871381375	-8.913890739375	-8.89386089775	-8.863142519250001	-8.822761355875	-8.773946157125
172.0	-8.723623877375	-8.801397703375	-8.857946400874999	-8.895596666	-8.916382530249999	-8.921881218625	-8.913901297750002	-8.893872261375	-8.863154781	-8.822774640125001	-8.7739605885
174.0	-8.723631395875	-8.80140565025	-8.85795482125	-8.895605623749999	-8.916392084625	-8.92189143825	-8.913912265375	-8.893884064375	-8.863167515625001	-8.82278843475	-8.773975571874999
176.0	-8.723639205749999	-8.801413904250001	-8.857963566125	-8.895614925875	-8.9164020055	-8.921902048875001	-8.913923652000001	-8.893896317125	-8.863180734	-8.822802751375	-8.773991119125
178.0	-8.723647313625	-8.801422472375	-8.857972643	-8.895624580249999	-8.916412301125	-8.921913059625	-8.913935466875001	-8.893909029625	-8.86319444675	-8.822817601375	-8.774007242625
180.0	-8.723655726125	-8.8014313615	-8.857982059125	-8.895634594625	-8.916422979875	-8.92192447925	-8.913947719500001	-8.893922211875	-8.863208664875001	-8.822832996125	-8.774023954375
182.0	-8.72366445	-8.80144057875	-8.857991822125	-8.895644977	-8.916434050125	-8.921936316625	-8.913960419375	-8.893935874	-8.863223398875	-8.822848947	-8.774041266374999
184.0	-8.723673492	-8.801450131125002	-8.85800193925	-8.895655735124999	-8.916445520375	-8.921948580875	-8.913973576	-8.89395002625	-8.8632386595	-8.8228654655	-8.77405919075
186.0	-8.72368285875	-8.80146002575	-8.858012418125	-8.895666877	-8.91645739875	-8.921961280625	-8.913987198875	-8.893964678375	-8.8632544575	-8.822882562875	-8.7740777395
188.0	-8.723692557	-8.801470269500001	-8.858023266	-8.895678410375	-8.916469693875	-8.921974425	-8.914001297375	-8.89397984075	-8.863270803625001	-8.8229002505	-8.7740969245
190.0	-8.72370259325	-8.801480869750002	-8.8580344905	-8.895690343375	-8.916482414	-8.92198802275	-8.914015881000001	-8.89399552325	-8.863287708375001	-8.8229185395	-8.774116757624999
192.0	-8.723712974375	-8.801491833125	-8.858046099	-8.895702683749999	-8.9164955675	-8.922002082750002	-8.91403095925	-8.894011736	-8.863305182500001	-8.822937441125	-8.774137250625
194.0	-8.723723706874999	-8.801503167	-8.858058098875	-8.895715439249999	-8.91650916275	-8.922016614	-8.914046541500001	-8.894028488875	-8.863323236500001	-8.822956966625	-8.77415841525
196.0	-8.723734797499999	-8.801514878125001	-8.858070497625	-8.895728618	-8.916523208125	-8.922031625375	-8.914062637250002	-8.894045792	-8.863341881	-8.822977127125	-8.774180263249999
198.0	-8.723746253	-8.80152697375	-8.858083302625	-8.89574222775	-8.916537711875	-8.922047125625001	-8.91407925575	-8.89406365525	-8.863361126375	-8.822997933625	-8.774202806249999
200.0	-8.723758079875	-8.80153946075	-8.858096521375	-8.89575627625	-8.916552682375	-8.922063123625001	-8.9140964065	-8.8940820885	-8.863380983250002	-8.82301939725	-8.774226055749999
202.0	-8.72377028475	-8.801552346125002	-8.858110161125	-8.895770771375	-8.916568128125	-8.922079628250001	-8.914114098625001	-8.894101101625	-8.863401461875	-8.82304152875	-8.774250023125
204.0	-8.72378287425	-8.801565636875	-8.85812422925	-8.895785721125	-8.916584057125	-8.922096648125	-8.914132341625	-8.8941207045	-8.86342257275	-8.823064339125	-8.77427471975
206.0	-8.723795854875	-8.801579339875001	-8.858138733375	-8.895801133125	-8.91660047775	-8.922114192250001	-8.91415114475	-8.894140906875	-8.863444326125	-8.823087839125	-8.774300156999999
208.0	-8.723809233499999	-8.80159346225	-8.8581536805	-8.895817015125	-8.91661739825	-8.922132269	-8.914170517250001	-8.8941617185	-8.863466732125001	-8.823112039625	-8.774326345875
210.0	-8.723823016375	-8.801608010750002	-8.85816907825	-8.895833374999999	-8.91663482675	-8.9221508875	-8.914190468125001	-8.894183149125	-8.863489801125	-8.823136951	-8.7743532975
212.0	-8.72383721025	-8.801622992375	-8.85818493375	-8.8958502205	-8.916652771625	-8.922170056	-8.914211006750001	-8.89420520825	-8.863513543000002	-8.823162583875	-8.774381023
214.0	-8.7238518215	-8.801638414000001	-8.858201254375	-8.89586755925	-8.916671241	-8.9221897835	-8.914232142125	-8.8942279055	-8.863537968000001	-8.823188948875	-8.774409533
216.0	-8.723866856625	-8.801654282375	-8.85821804725	-8.895885398875	-8.916690242875	-8.92221007825	-8.914253883250002	-8.894251250375	-8.863563085875	-8.82321605625	-8.7744388385
218.0	-8.723882322249999	-8.801670604625	-8.85823531975	-8.89590374725	-8.916709785375	-8.922230949000001	-8.91427623925	-8.8942752525	-8.863588906750001	-8.823243916375	-8.77446895
220.0	-8.723898224625	-8.80168738725	-8.858253079	-8.895922611749999	-8.916729876625	-8.92225240425	-8.914299218875001	-8.894299921	-8.863615440250001	-8.8232725395	-8.77449987825
222.0	-8.723914570375	-8.801704637250001	-8.85827133225	-8.895942000125	-8.916750524625	-8.922274452375001	-8.91432283125	-8.894325265375	-8.86364269625	-8.8233019355	-8.774531633499999
224.0	-8.72393136575	-8.80172236125	-8.858290086625	-8.895961919874999	-8.916771737374999	-8.92229710175	-8.914347085125002	-8.894351294875	-8.863670684375	-8.82333211475	-8.774564225999999
226.0	-8.723948617249999	-8.801740566000001	-8.858309349125	-8.8959823785	-8.91679352275	-8.922320360875	-8.914371989375	-8.894378018625	-8.863699414125001	-8.823363086875	-8.77459766625
228.0	-8.723966331	-8.801759258375	-8.858329127	-8.8960033835	-8.916815888624999	-8.922344238	-8.9143975525	-8.89440544575	-8.863728895000001	-8.82339486175	-8.774631964125
230.0	-8.723984513625	-8.801778444750001	-8.85834942725	-8.896024942375	-8.916838843	-8.922368741375001	-8.914423783250001	-8.89443358525	-8.863759136375	-8.823427449125	-8.77466712975
232.0	-8.724003171125	-8.801798132125	-8.858370256875	-8.8960470625	-8.9168623935	-8.922393879125	-8.914450690250002	-8.89446244625	-8.863790147625	-8.823460858625	-8.77470317275
234.0	-8.724022309999999	-8.80181832675	-8.858391622875	-8.89606975125	-8.916886547999999	-8.922419659625001	-8.914478282125001	-8.8944920375	-8.863821937875	-8.823495099625	-8.774740103
236.0	-8.72404193625	-8.8018390355	-8.85841353225	-8.896093015875	-8.916911314125	-8.922446090625	-8.914506567125	-8.89452236775	-8.86385451625	-8.823530181625	-8.774777930125
238.0	-8.72406205625	-8.801860264750001	-8.85843599175	-8.896116863749999	-8.916936699625	-8.9224731805	-8.914535553875	-8.894553445875	-8.863887891875	-8.823566113875	-8.774816663625
240.0	-8.724082676124999	-8.801882021125001	-8.858459008375	-8.896141302124999	-8.916962712	-8.922500937	-8.914565250375	-8.894585280375	-8.863922073625002	-8.8236029055	-8.77485631275
242.0	-8.724103802	-8.801904310875	-8.858482588875	-8.896166338	-8.916989358875	-8.922529368000001	-8.914595665250001	-8.894617879875	-8.863957070375001	-8.82364056575	-8.774896886625
244.0	-8.72412544	-8.801927140750001	-8.858506740125	-8.89619197875	-8.91701664775	-8.922558481500001	-8.914626806375	-8.894651252875	-8.863992890625001	-8.82367910325	-8.774938394625
246.0	-8.724147596	-8.801950517000002	-8.858531468875	-8.896218231375	-8.917044586	-8.92258828525	-8.914658681875	-8.894685407625	-8.86402954325	-8.823718527	-8.7749808455
248.0	-8.724170276375	-8.801974445875	-8.85855678175	-8.896245103	-8.917073181125	-8.922618786875	-8.914691299875	-8.894720352625	-8.86406703675	-8.82375884575	-8.77502424825
250.0	-8.724193486874999	-8.801998933875002	-8.858582685375	-8.896272600375	-8.917102440375	-8.922649994125	-8.914724668375001	-8.894756095875	-8.864105379500002	-8.823800068	-8.775068611375
252.0	-8.7242172335	-8.802023987125	-8.858609186375	-8.89630073075	-8.917132371	-8.9226819145	-8.914758795000001	-8.894792645499999	-8.86414457975	-8.82384220225	-8.775113943625
254.0	-8.724241522125	-8.802049612000001	-8.8586362915	-8.896329500875	-8.917162980375	-8.9227145555	-8.91479368775	-8.89483000975	-8.86418464575	-8.823885256875	-8.775160253374999
256.0	-8.724266358749999	-8.802075814625	-8.858664007125	-8.896358917499999	-8.917194275375	-8.922747924625	-8.914829354250001	-8.89486819625	-8.864225585625	-8.823929240125	-8.775207549
258.0	-8.72429174925	-8.80210260125	-8.85869233975	-8.896388987625	-8.917226263249999	-8.922782029125	-8.914865802125	-8.894907213125	-8.864267407500002	-8.823974160125	-8.7752558385
260.0	-8.72431769925	-8.802129978	-8.85872129575	-8.89641971775	-8.917258950999999	-8.9228168765	-8.914903038875	-8.894947067875	-8.864310119125001	-8.824020024875	-8.775305130125
262.0	-8.724344214624999	-8.80215795075	-8.8587508815	-8.89645111475	-8.917292345625	-8.92285247375	-8.914941072000001	-8.89498776825	-8.864353728375	-8.82406684225	-8.775355431749999
264.0	-8.724371301249999	-8.80218652575	-8.8587811035	-8.89648318525	-8.917326454	-8.92288882825	-8.914979908875	-8.89502932175	-8.864398242750001	-8.82411462	-8.775406751
266.0	-8.724398964625	-8.802215708875	-8.858811967874999	-8.896515935624999	-8.917361282875	-8.922925946875	-8.915019556625001	-8.895071735875	-8.864443670125	-8.82416336575	-8.77545909575
268.0	-8.724427210375	-8.802245506125	-8.858843480875	-8.896549372499999	-8.917396839	-8.92296383675	-8.915060022750001	-8.895115018125	-8.864490017875001	-8.824213087125	-8.7755124735
270.0	-8.72445604425	-8.802275923375001	-8.858875648625	-8.896583502375	-8.91743312925	-8.923002504625	-8.915101314125002	-8.8951591755	-8.864537293125	-8.824263791375	-8.775566891499999
272.0	-8.724485471749999	-8.802306966375001	-8.8589084775	-8.8966183315	-8.91747016025	-8.923041957625001	-8.91514343775	-8.89520421525	-8.8645855035	-8.824315486	-8.775622357125
274.0	-8.724515498499999	-8.802338641125	-8.85894197325	-8.89665386625	-8.917507938375	-8.92308220225	-8.91518640075	-8.8952501445	-8.864634655875001	-8.824368178125	-8.775678877375
276.0	-8.724546129875	-8.802370953250001	-8.858976142125	-8.896690113	-8.917546470125	-8.92312324525	-8.915230209875	-8.895296970124999	-8.864684757375	-8.824421874625001	-8.7757364595
278.0	-8.724577371375	-8.8024039085	-8.859010989875	-8.896727077875	-8.917585762125	-8.923165093375001	-8.915274872000001	-8.895344699125	-8.864735815000001	-8.8244765825	-8.775795110125
280.0	-8.724609228375	-8.802437512500001	-8.859046522749999	-8.896764766999999	-8.917625820625	-8.923207753125	-8.915320393625	-8.895393338249999	-8.864787835375001	-8.82453230875	-8.77585483625
282.0	-8.724641706249999	-8.802471771	-8.85908274625	-8.896803186375	-8.917666651874999	-8.923251230875001	-8.915366781375	-8.895442894124999	-8.864840825500002	-8.824589059875	-8.775915644249999
284.0	-8.724674810375	-8.802506689375	-8.8591196665	-8.89684234225	-8.917708262125	-8.923295533000001	-8.915414041875001	-8.895493373375	-8.86489479175	-8.8246468425	-8.775977540749999
286.0	-8.724708545875	-8.802542273375002	-8.859157289	-8.8968822405	-8.9177506575	-8.923340665875001	-8.915462181375	-8.895544782375	-8.864949740625	-8.824705663125	-8.776040532125
288.0	-8.724742918125	-8.80257852825	-8.8591956195	-8.896922886999999	-8.917793844125	-8.923386635625	-8.915511206375001	-8.895597127624999	-8.86500567875	-8.824765528	-8.7761046245
290.0	-8.724777932375	-8.8026154595	-8.85923466375	-8.896964287625	-8.917837828	-8.9234334485	-8.915561123000002	-8.89565041525	-8.865062612125001	-8.8248264435	-8.776169824124999
292.0	-8.724813593499999	-8.8026530725	-8.85927442725	-8.897006447999999	-8.917882615	-8.923481110500001	-8.915611937375001	-8.895704651625	-8.865120547125	-8.824888415625	-8.776236137
