T	K	Eh	Gh	hc	nu
974.0	427.0637495991132	1110.922	521.2578	95.1288	0.0774
976.0	427.0402531208342	1110.8202	521.2022	95.1133	0.0774
978.0	427.0159635030496	1110.7177	521.1466	95.0978	0.0774
980.0	426.9924064011512	1110.6157	521.091	95.0916	0.0775
982.0	426.96794747107634	1110.5132	521.0354	95.0761	0.0775
984.0	426.9447242274714	1110.4114	520.9798	95.07	0.0775
986.0	426.92073621704657	1110.3092	520.9242	95.0545	0.0775
988.0	426.8974628387716	1110.2075	520.8685	95.0389	0.0775
990.0	426.8724703808487	1110.1046	520.8129	95.0328	0.0775
992.0	426.8486956409983	1110.0024	520.7572	95.0173	0.0776
994.0	426.8254454583917	1109.9006	520.7016	95.0018	0.0776
996.0	426.8026771823706	1109.7993	520.646	94.9956	0.0776
998.0	426.77748777107564	1109.6962	520.5904	94.9801	0.0776
1000.0	426.75260073229157	1109.5932	520.5348	94.974	0.0776
