temperature	helm_energy	Cv
0.0	-8.9096515795	0.0
2.0	-8.9096515795	0.0
4.0	-8.9096515795	7.15e-06
6.0	-8.909651579624999	3.935e-05
8.0	-8.90965158	0.000100825
10.0	-8.909651580875	0.0001996375
12.0	-8.9096515825	0.0003460875
14.0	-8.90965158525	0.0005503625
16.0	-8.90965158975	0.0008225375
18.0	-8.909651596125	0.0011726875
20.0	-8.90965160525	0.001611
22.0	-8.9096516175	0.0021477625
24.0	-8.90965163375	0.0027934875
26.0	-8.909651654625	0.0035588375
28.0	-8.909651681	0.0044547375
30.0	-8.90965171375	0.0054924
32.0	-8.90965175375	0.0066833125
34.0	-8.90965180225	0.0080393625
36.0	-8.909651860124999	0.0095728125
38.0	-8.909651928625	0.0112964375
40.0	-8.909652009	0.013223575
42.0	-8.909652102625	0.0153681875
44.0	-8.909652211	0.0177450125
46.0	-8.909652335375	0.0203696625
48.0	-8.9096524775	0.0232586875
50.0	-8.909652639125	0.026429725
52.0	-8.909652821749999	0.0299016
54.0	-8.9096530275	0.03369435
56.0	-8.909653258125	0.0378293625
58.0	-8.909653515875	0.0423293
60.0	-8.90965380275	0.0472181875
62.0	-8.909654121125	0.0525213125
64.0	-8.9096544735	0.058265175
66.0	-8.909654862125	0.0644774125
68.0	-8.90965529	0.07118665
70.0	-8.909655759625	0.0784223375
72.0	-8.909656274125	0.086214625
74.0	-8.909656836625	0.0945941375
76.0	-8.909657450125	0.1035918125
78.0	-8.90965811825	0.113238725
80.0	-8.9096588445	0.123565825
82.0	-8.9096596325	0.134603825
84.0	-8.909660486125	0.146383
86.0	-8.9096614095	0.1589329625
88.0	-8.90966240675	0.172282625
90.0	-8.9096634825	0.186459925
92.0	-8.909664640999999	0.2014918125
94.0	-8.909665887125	0.2174040875
96.0	-8.909667225749999	0.234221325
98.0	-8.909668662125	0.2519667875
100.0	-8.90967020125	0.2706623875
102.0	-8.909671848624999	0.29032865
104.0	-8.909673609875	0.3109846625
106.0	-8.909675490875	0.3326480875
108.0	-8.90967749725	0.3553351
110.0	-8.909679635375	0.3790605125
112.0	-8.909681911249999	0.4038376375
114.0	-8.909684331374999	0.42967845
116.0	-8.909686902375	0.4565935125
118.0	-8.90968963075	0.4845920875
120.0	-8.909692523375	0.5136821375
122.0	-8.909695587375	0.5438703375
124.0	-8.909698829625	0.5751621875
126.0	-8.909702257374999	0.607562025
128.0	-8.909705878	0.6410730375
130.0	-8.909709699124999	0.67569735
132.0	-8.909713728	0.711436075
134.0	-8.9097179725	0.7482893
136.0	-8.9097224405	0.786256225
138.0	-8.909727139625	0.8253350875
140.0	-8.909732078	0.8655232875
142.0	-8.90973726375	0.906817425
144.0	-8.909742704874999	0.949213275
146.0	-8.90974840975	0.9927058625
148.0	-8.9097543865	1.037289525
150.0	-8.909760643624999	1.08295785
152.0	-8.909767189624999	1.129703825
154.0	-8.909774032875	1.1775197625
156.0	-8.909781182	1.2263973875
158.0	-8.909788645499999	1.2763278375
160.0	-8.90979643225	1.3273016875
162.0	-8.90980455075	1.379308975
164.0	-8.909813009875	1.4323392375
166.0	-8.909821818374999	1.4863815
168.0	-8.909830984874999	1.5414243375
170.0	-8.9098405185	1.597455825
172.0	-8.909850428	1.6544636625
174.0	-8.909860722374999	1.7124350875
176.0	-8.90987141025	1.77135695
178.0	-8.90988250075	1.8312157375
180.0	-8.909894002749999	1.8919975375
182.0	-8.90990592525	1.9536881125
184.0	-8.909918277	2.0162729
186.0	-8.90993106725	2.0797369875
188.0	-8.909944304625	2.1440652125
190.0	-8.90995799825	2.2092421
192.0	-8.909972156875	2.275251925
194.0	-8.909986789625	2.3420786875
196.0	-8.910001905249999	2.409706175
198.0	-8.910017512625	2.478117975
200.0	-8.910033620624999	2.5472974375
202.0	-8.910050238124999	2.6172277625
204.0	-8.910067373875	2.68789195
206.0	-8.910085036625	2.7592728625
208.0	-8.910103235125	2.831353225
210.0	-8.91012197825	2.9041156625
212.0	-8.910141274375	2.9775426375
214.0	-8.910161132375	3.051616575
216.0	-8.910181560749999	3.1263198125
218.0	-8.910202568125	3.2016345875
220.0	-8.910224162875	3.27754315
222.0	-8.910246353625	3.3540276875
224.0	-8.910269148625	3.43107035
226.0	-8.910292556375	3.508653325
228.0	-8.910316585	3.586758775
230.0	-8.910341243	3.6653689
232.0	-8.910366538375	3.7444659375
234.0	-8.910392479375	3.8240321625
236.0	-8.910419074	3.9040499
238.0	-8.910446330374999	3.9845015875
240.0	-8.910474256499999	4.0653696875
242.0	-8.91050286	4.1466368125
244.0	-8.910532149	4.2282856375
246.0	-8.910562131125	4.310298975
248.0	-8.910592814125	4.3926597375
250.0	-8.910624205625	4.4753510125
252.0	-8.910656313125	4.5583559875
254.0	-8.91068914425	4.6416580125
256.0	-8.91072270625	4.725240625
258.0	-8.910757006625	4.8090874875
260.0	-8.9107920525	4.8931824625
262.0	-8.91082785125	4.9775095875
264.0	-8.910864409875	5.0620530875
266.0	-8.9109017355	5.146797375
268.0	-8.910939834999999	5.231727075
270.0	-8.910978715499999	5.3168270125
272.0	-8.9110183835	5.4020822
274.0	-8.911058846	5.4874779125
276.0	-8.911100109625	5.5729995875
278.0	-8.911142180875	5.6586329125
280.0	-8.911185066375	5.7443638125
282.0	-8.911228772374999	5.830178425
284.0	-8.911273305375	5.916063125
286.0	-8.91131867175	6.0020045
288.0	-8.911364877375	6.0879894125
290.0	-8.911411928625	6.1740049375
292.0	-8.9114598315	6.260038375
294.0	-8.911508591875	6.3460773125
296.0	-8.911558215625	6.4321095375
298.0	-8.911608708625	6.5181230875
300.0	-8.9116600765	6.6041062625
302.0	-8.911712324875	6.6900475875
304.0	-8.911765459375	6.775935825
306.0	-8.911819485499999	6.8617600125
308.0	-8.9118744085	6.9475093875
310.0	-8.911930233875	7.0331734625
312.0	-8.911986966625	7.118741975
314.0	-8.912044612125	7.2042049125
316.0	-8.91210317525	7.289552475
318.0	-8.912162661125	7.37477515
320.0	-8.912223074625	7.4598636
322.0	-8.91228442075	7.544808775
324.0	-8.912346703999999	7.6296018125
326.0	-8.912409929125	7.7142341375
328.0	-8.91247410075	7.798697325
330.0	-8.9125392235	7.8829832625
332.0	-8.912605301874999	7.9670839875
334.0	-8.91267234	8.0509918
336.0	-8.91274034225	8.1346992
338.0	-8.912809313	8.2181989375
340.0	-8.912879256375	8.3014839375
342.0	-8.91295017625	8.38454735
344.0	-8.913022076875	8.4673825375
346.0	-8.913094961999999	8.54998305
348.0	-8.9131688355	8.6323426875
350.0	-8.913243701375	8.7144553875
352.0	-8.913319563125	8.796315325
354.0	-8.913396424375	8.87791685
356.0	-8.913474288875	8.9592545375
358.0	-8.91355316	9.0403230875
360.0	-8.913633041125	9.12111745
362.0	-8.91371393575	9.2016327125
364.0	-8.91379584725	9.2818641625
366.0	-8.913878778625	9.3618072375
368.0	-8.913962733125	9.4414576
370.0	-8.914047713875	9.5208110125
372.0	-8.914133723875	9.5998634625
374.0	-8.914220766125	9.6786110625
376.0	-8.914308843499999	9.7570501
378.0	-8.914397959	9.8351770125
380.0	-8.914488115125	9.9129884
382.0	-8.91457931475	9.9904810125
384.0	-8.914671560375	10.067651725
386.0	-8.914764854875	10.1444975875
388.0	-8.9148592005	10.221015775
390.0	-8.914954599875	10.2972035875
392.0	-8.915051055374999	10.3730585
394.0	-8.915148569374999	10.4485780625
396.0	-8.915247144124999	10.5237600125
398.0	-8.915346781875	10.598602175
400.0	-8.91544748475	10.6731025125
402.0	-8.915549255	10.7472590875
404.0	-8.915652094624999	10.821070125
406.0	-8.915756005625	10.894533925
408.0	-8.915860989875	10.9676489125
410.0	-8.915967049499999	11.040413625
412.0	-8.91607418625	11.1128266875
414.0	-8.916182401875	11.1848868625
416.0	-8.916291698124999	11.256592975
418.0	-8.91640207675	11.3279439875
420.0	-8.916513539375	11.3989389375
422.0	-8.916626087625	11.46957695
424.0	-8.916739723	11.5398572625
426.0	-8.916854447124999	11.609779175
428.0	-8.91697026125	11.6793421
430.0	-8.917087167	11.7485455125
432.0	-8.917205165624999	11.8173889875
434.0	-8.917324258375	11.885872175
436.0	-8.917444446625	11.9539947875
438.0	-8.917565731625	12.021756625
440.0	-8.917688114499999	12.089157575
442.0	-8.917811596249999	12.15619755
444.0	-8.917936178249999	12.2228766
446.0	-8.918061861375	12.289194775
448.0	-8.918188646625	12.355152225
450.0	-8.918316534999999	12.4207491625
452.0	-8.9184455275	12.48598585
454.0	-8.918575624875	12.550862625
456.0	-8.918706828125	12.6153798625
458.0	-8.918839138	12.679538
460.0	-8.918972555125	12.7433375375
462.0	-8.9191070805	12.806779025
464.0	-8.919242714625	12.86986305
466.0	-8.919379458249999	12.9325902625
468.0	-8.919517311875	12.99496135
470.0	-8.91965627625	13.0569770625
472.0	-8.919796351875	13.1186381625
474.0	-8.91993753925	13.1799455
476.0	-8.92007983875	13.240899925
478.0	-8.920223251	13.3015023375
480.0	-8.920367776375	13.3617537
482.0	-8.920513415124999	13.421654975
484.0	-8.920660167874999	13.4812072
486.0	-8.920808034624999	13.5404114125
488.0	-8.920957015875	13.5992686875
490.0	-8.92110711175	13.6577801625
492.0	-8.921258322625	13.7159469625
494.0	-8.9214106485	13.7737702875
496.0	-8.92156408975	13.8312513125
498.0	-8.921718646375	13.8883912875
500.0	-8.921874318625	13.945191475
502.0	-8.922031106375	14.0016531375
504.0	-8.922189009875	14.0577775875
506.0	-8.922348029	14.1135661625
508.0	-8.922508163875	14.1690202
510.0	-8.922669414375	14.224141075
512.0	-8.922831780625	14.2789301875
514.0	-8.92299526225	14.3333889375
516.0	-8.923159859375	14.3875187625
518.0	-8.92332557175	14.4413210875
520.0	-8.923492399375	14.4947974
522.0	-8.923660342	14.547949175
524.0	-8.923829399375	14.6007778875
526.0	-8.92399957125	14.65328505
528.0	-8.9241708575	14.7054721875
530.0	-8.92434325775	14.757340825
532.0	-8.92451677175	14.8088925125
534.0	-8.92469139925	14.8601288125
536.0	-8.924867139875	14.9110512625
538.0	-8.92504399325	14.9616614625
540.0	-8.925221959	15.011961
542.0	-8.92540103675	15.06195145
544.0	-8.925581226124999	15.1116344125
546.0	-8.9257625265	15.1610115125
548.0	-8.92594493775	15.2100843375
550.0	-8.926128459125	15.2588545375
552.0	-8.92631309025	15.307323725
554.0	-8.926498830625	15.355493525
556.0	-8.926685679624999	15.4033655875
558.0	-8.926873636875	15.45094155
560.0	-8.92706270175	15.4982230375
562.0	-8.9272528735	15.5452117125
564.0	-8.92744415175	15.591909225
566.0	-8.92763653575	15.6383172125
568.0	-8.927830025	15.68443735
570.0	-8.92802461875	15.730271275
572.0	-8.928220316375	15.77582065
574.0	-8.92841711725	15.8210871375
576.0	-8.928615020625	15.866072375
578.0	-8.92881402575	15.9107780375
580.0	-8.929014131999999	15.955205775
582.0	-8.929215338625	15.9993572375
584.0	-8.929417644875	16.0432341
586.0	-8.92962105	16.0868379875
588.0	-8.929825553125	16.1301705625
590.0	-8.930031153625	16.1732334875
592.0	-8.9302378505	16.2160283875
594.0	-8.930445643125	16.258556925
596.0	-8.9306545305	16.3008207375
598.0	-8.930864512	16.34282145
600.0	-8.931075586625	16.3845607125
602.0	-8.931287753625	16.4260401625
604.0	-8.931501012	16.4672614125
606.0	-8.931715360875	16.5082260875
608.0	-8.9319307995	16.548935825
610.0	-8.93214732675	16.5893922125
612.0	-8.932364941874999	16.6295968875
614.0	-8.932583644	16.66955145
616.0	-8.932803432	16.7092574875
618.0	-8.933024305	16.7487166125
620.0	-8.933246262125	16.7879304
622.0	-8.93346930225	16.82690045
624.0	-8.9336934245	16.8656283375
626.0	-8.933918627999999	16.904115625
628.0	-8.934144911499999	16.9423639
630.0	-8.934372274125	16.9803747125
632.0	-8.934600715	17.0181496125
634.0	-8.934830232875	17.055690175
636.0	-8.935060826875	17.0929979125
638.0	-8.935292495875	17.130074375
640.0	-8.93552523875	17.1669211
642.0	-8.93575905475	17.2035396
644.0	-8.9359939425	17.2399313875
646.0	-8.936229901125	17.2760979875
648.0	-8.936466929375	17.3120409
650.0	-8.936705026375	17.3477616
652.0	-8.936944190875	17.3832616
654.0	-8.937184421875	17.4185423625
656.0	-8.937425718125	17.453605375
658.0	-8.937668078749999	17.4884521
660.0	-8.937911502375	17.523084
662.0	-8.938155988125	17.5575025125
664.0	-8.93840153475	17.5917091
666.0	-8.938648141	17.625705175
668.0	-8.938895805875	17.6594921875
670.0	-8.939144528249999	17.69307155
672.0	-8.939394306999999	17.7264446875
674.0	-8.939645140749999	17.759612975
676.0	-8.939897028625	17.7925778375
678.0	-8.940149969124999	17.8253406625
680.0	-8.9404039615	17.857902825
682.0	-8.940659004125	17.8902656875
684.0	-8.940915096125	17.9224306375
686.0	-8.941172236249999	17.954399025
688.0	-8.941430423249999	17.9861722
690.0	-8.941689656	18.0177515
692.0	-8.941949933125	18.0491382625
694.0	-8.94221125375	18.0803338125
696.0	-8.942473616375	18.1113394625
698.0	-8.94273701975	18.1421565375
700.0	-8.943001463	18.172786325
702.0	-8.943266944625	18.203230125
704.0	-8.943533463375	18.233489225
706.0	-8.94380101825	18.2635649
708.0	-8.94406960775	18.293458425
710.0	-8.944339230875	18.32317105
712.0	-8.94460988625	18.3527040375
714.0	-8.944881572749999	18.3820586375
716.0	-8.945154289	18.411236075
718.0	-8.94542803375	18.4402375875
720.0	-8.945702805875	18.4690644
722.0	-8.945978604125	18.497717725
724.0	-8.946255427125	18.5261987625
726.0	-8.946533273625	18.5545087
728.0	-8.946812142499999	18.5826487625
730.0	-8.947092032375	18.6106200875
732.0	-8.947372941874999	18.6384238875
734.0	-8.94765487	18.6660613125
736.0	-8.947937815374999	18.6935335125
738.0	-8.948221776625	18.72084165
740.0	-8.948506752624999	18.7479868625
742.0	-8.948792742	18.7749703
744.0	-8.949079743375	18.8017930625
746.0	-8.94936775575	18.8284562875
748.0	-8.949656777625	18.854961075
750.0	-8.949946807875	18.88130855
752.0	-8.950237845124999	18.9074997875
754.0	-8.950529888	18.9335358875
756.0	-8.950822935375	18.959417925
758.0	-8.951116985875	18.9851469875
760.0	-8.951412038125	19.010724125
762.0	-8.951708091124999	19.0361504
764.0	-8.95200514325	19.0614268625
766.0	-8.952303193375	19.0865545625
768.0	-8.95260224025	19.1115345375
770.0	-8.9529022825	19.1363678
772.0	-8.953203318875	19.1610554
774.0	-8.953505348	19.185598325
776.0	-8.953808368625	19.2099976
778.0	-8.9541123795	19.2342542125
780.0	-8.95441737925	19.2583691625
782.0	-8.954723366625	19.2823434375
784.0	-8.95503034025	19.3061780125
786.0	-8.955338299	19.3298738625
788.0	-8.955647241374999	19.3534319375
790.0	-8.955957166125	19.376853225
792.0	-8.956268072	19.4001386375
794.0	-8.95657995775	19.42328915
796.0	-8.956892822	19.4463056875
798.0	-8.957206663375	19.469189175
800.0	-8.95752148075	19.4919405375
802.0	-8.957837272625	19.5145607
804.0	-8.958154037749999	19.5370505625
806.0	-8.958471775	19.5594110375
808.0	-8.958790482875	19.581643
810.0	-8.959110160125	19.603747375
812.0	-8.9594308055	19.6257250125
814.0	-8.959752417625	19.6475768125
816.0	-8.96007499525	19.669303625
818.0	-8.960398537125	19.6909063375
820.0	-8.960723041875	19.712385775
822.0	-8.961048508125	19.733742825
824.0	-8.961374934624999	19.7549783125
826.0	-8.961702320125	19.776093075
828.0	-8.962030663375	19.7970879375
830.0	-8.962359962999999	19.81796375
832.0	-8.962690217625	19.8387213125
834.0	-8.963021426125	19.85936145
836.0	-8.963353587	19.8798849625
838.0	-8.96368669925	19.90029265
840.0	-8.96402076125	19.9205853125
842.0	-8.964355771874999	19.9407637375
844.0	-8.96469172975	19.960828725
846.0	-8.96502863375	19.980781025
848.0	-8.965366482375	20.000621425
850.0	-8.9657052745	20.0203506875
852.0	-8.96604500875	20.0399695875
854.0	-8.96638568375	20.05947885
856.0	-8.966727298375	20.07887925
858.0	-8.967069851375	20.098171525
860.0	-8.967413341124999	20.1173564125
862.0	-8.96775776675	20.1364346375
864.0	-8.96810312675	20.155406925
866.0	-8.96844941975	20.1742740125
868.0	-8.96879664475	20.1930366
870.0	-8.969144800125	20.2116954125
872.0	-8.969493884875	20.23025115
874.0	-8.969843897625	20.2487045
876.0	-8.970194837125	20.267056175
878.0	-8.970546702	20.2853068625
880.0	-8.970899491125	20.303457225
882.0	-8.971253203	20.321507975
884.0	-8.971607836625	20.33945975
886.0	-8.9719633905	20.35731325
888.0	-8.972319863375	20.375069125
